,question,qtype,qtype_coarse,qtype_fine
5015,"Name the Four Horsemen of the Apocalypse .
",HUM:ind,HUM,ind
5016,"What are geckos ?
",DESC:def,DESC,def
5017,"What is the name of a book written by Aaron Hass ?
",ENTY:cremat,ENTY,cremat
5018,"What is cosmology ?
",DESC:def,DESC,def
5019,"How many watts make a kilowatt ?
",NUM:count,NUM,count
5020,"What TV series features the adventures of a married couple named Jonathan and Jennifer ?
",ENTY:cremat,ENTY,cremat
5021,"What female faith healer wrote the inspirational book I Believe in Miracles ?
",HUM:ind,HUM,ind
5022,"Who was Jinnah ?
",HUM:desc,HUM,desc
5023,"What did Esquire name Ash Hole of the Year for 1980 ?
",ENTY:other,ENTY,other
5024,"Where did King Francis I hang the `` Mona Lisa '' when he owned it ?
",LOC:other,LOC,other
5025,"What 's been the ruin of many a poor boy in New Orleans ?
",ENTY:other,ENTY,other
5026,"What is habeas corpus ?
",DESC:def,DESC,def
5027,"How do you use an intranet ?
",DESC:manner,DESC,manner
5028,"What famous husband-and-wife team did radio ads for Blue Nun wine ?
",HUM:ind,HUM,ind
5029,"How many times has Harold Stassen announced a drive for the White House ?
",NUM:count,NUM,count
5030,"What are bottle caps with presidents ' pictures inside worth ?
",NUM:money,NUM,money
5031,"Where can I find the history of the Hungarian language ?
",LOC:other,LOC,other
5032,"Why do USA fax machines not work in UK , NNP ?
",DESC:reason,DESC,reason
5033,"What cigarette is `` a whole new world '' ?
",ENTY:other,ENTY,other
5034,"Who tramped through Florida looking for the Fountain of Youth ?
",HUM:ind,HUM,ind
5035,"In 1990 , what day of the week did Christmas fall on ?
",NUM:date,NUM,date
5036,"What is the name of the song that Dracula plays on the organ ?
",ENTY:cremat,ENTY,cremat
5037,"What two animals are specifically mentioned as being in Noah 's Ark ?
",ENTY:animal,ENTY,animal
5038,"What is federal income tax ?
",DESC:def,DESC,def
5039,"What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?
",HUM:gr,HUM,gr
5040,"What disease plagued Europe , Africa and Asia ?
",ENTY:dismed,ENTY,dismed
5041,"What card game can feature dealer 's choice ?
",ENTY:sport,ENTY,sport
5042,"How many American soldiers are stationed in South Korea ?
",NUM:count,NUM,count
5043,"What is a fear of failure ?
",ENTY:dismed,ENTY,dismed
5044,"How many feet more than 2 is the average height of the Great Wall of China ?
",NUM:count,NUM,count
5045,"What was the verdict in the 1925 trial of John T. Scopes ?
",DESC:desc,DESC,desc
5046,"What is the best way to travel in Japan ?
",ENTY:techmeth,ENTY,techmeth
5047,"How long ago did the Anglican church part from the Vatican ?
",NUM:period,NUM,period
5048,"How much did Lucy Van Pelt originally charge for psychiatric sessions ?
",NUM:money,NUM,money
5049,"Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?
",HUM:ind,HUM,ind
5050,"When was the Parthenon built ?
",NUM:date,NUM,date
5051,"What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?
",ENTY:cremat,ENTY,cremat
5052,"What is a common dolphin ?
",DESC:def,DESC,def
5053,"How is Answers.com funded ?
",DESC:manner,DESC,manner
5054,"How long does a pig 's orgasm last ?
",NUM:period,NUM,period
5055,"What U.S. state comes last in an alphabetical list ?
",LOC:state,LOC,state
5056,"How many mountains have been named for Presidents in the continental USA ?
",NUM:count,NUM,count
5057,"What are the unemployment statistics for the years 1965 and 1990 ?
",NUM:other,NUM,other
5058,"What does BUD stand for ?
",ABBR:exp,ABBR,exp
5059,"Who is the one Independent Member of Congress ?
",HUM:ind,HUM,ind
5060,"What is a society ruled by elders ?
",HUM:gr,HUM,gr
5061,"What two presidents of the U.S. published books of poetry ?
",HUM:ind,HUM,ind
5062,"Which of the Seven Dwarfs comes first alphabetically ?
",HUM:ind,HUM,ind
5063,"What professional cricketer 's son wrote The War of the Worlds in 1898 ?
",HUM:ind,HUM,ind
5064,"What condiment do the Dutch dip their French fries in ?
",ENTY:food,ENTY,food
5065,"Which comic strip was never turned into a Broadway musical ?
",ENTY:cremat,ENTY,cremat
5066,"In what war was the first submarine used ?
",ENTY:event,ENTY,event
5067,"CPR is the abbreviation for what ?
",ABBR:exp,ABBR,exp
5068,"How many inches apart are adjacent pins in tenpin bowling ?
",NUM:count,NUM,count
5069,"How many miles of corridors are in The Pentagon ?
",NUM:count,NUM,count
5070,"How do you find the area of a circle ?
",DESC:manner,DESC,manner
5071,"What U.S. state includes the San Juan Islands ?
",LOC:state,LOC,state
5072,"What English playwright penned : `` Where the bee sucks , so shall I '' ?
",HUM:ind,HUM,ind
5073,"What do the red-and-white stripes on a barbershop pole stand for ?
",DESC:def,DESC,def
5074,"Name the ship Beany and Cecil sailed .
",ENTY:veh,ENTY,veh
5075,"How deep is a fathom ?
",NUM:dist,NUM,dist
5076,"What was the `` Dead Man 's Hand '' ?
",DESC:def,DESC,def
5077,"What was Fred Astaire 's dancing partner 's name ?
",HUM:ind,HUM,ind
5078,"How do I find a web address for a company ?
",DESC:manner,DESC,manner
5079,"What is the highest number of home runs on record for any one game ?
",NUM:count,NUM,count
5080,"What are some of Australia 's native flora ?
",ENTY:plant,ENTY,plant
5081,"What heavyweight boxer was known as The Wild Bull of the Pampas ?
",HUM:ind,HUM,ind
5082,"How many quarts of whole milk is needed to make one pound of butter ?
",NUM:count,NUM,count
5083,"What London street claims to be the world center for men 's tailoring ?
",LOC:other,LOC,other
5084,"How old is the universe ?
",NUM:period,NUM,period
5085,"When does the Bible say the seasons started ?
",NUM:date,NUM,date
5086,"What animal has been called The Poor Man 's Cow ?
",ENTY:animal,ENTY,animal
5087,"Where did the marriage ceremony come from ?
",DESC:desc,DESC,desc
5088,"What bordering country is due north of Costa Rica ?
",LOC:country,LOC,country
5089,"What Morris West novel deals with Russian bishop who becomes Pope ?
",ENTY:cremat,ENTY,cremat
5090,"What nation boarders Mozambique ?
",LOC:country,LOC,country
5091,"What does EKG stand for ?
",ABBR:exp,ABBR,exp
5092,"The Olympic Games in which year allowed Nadia Comaneci to become popular ?
",NUM:date,NUM,date
5093,"What TV talk-show host lends his name to a line of men 's clothing ?
",HUM:ind,HUM,ind
5094,"What soft drink held a national flavor poll in 1967 ?
",ENTY:food,ENTY,food
5095,"Colin Powell is famous for what ?
",DESC:reason,DESC,reason
5096,"The Jewish alphabet is known as what ?
",ENTY:termeq,ENTY,termeq
5097,"What is a fear of home surroundings ?
",ENTY:dismed,ENTY,dismed
5098,"How many people die of tuberculosis yearly ?
",NUM:count,NUM,count
5099,"What is a specimen of basidiomycetes ?
",DESC:def,DESC,def
5100,"Who invented the electric guitar ?
",HUM:ind,HUM,ind
5101,"What is the capital of California ?
",LOC:city,LOC,city
5102,"What country comes last in an alphabetical list ?
",LOC:country,LOC,country
5103,"What are faults in the earth 's crust ?
",DESC:def,DESC,def
5104,"What was an `` Asiento '' ?
",DESC:def,DESC,def
5105,"What kind of greeting is appropriate to send on Yom Kippur ?
",DESC:desc,DESC,desc
5106,"How hot should the oven be when baking Peachy Oat Muffins ?
",NUM:temp,NUM,temp
5107,"What is dextropropoxyphen napsylate ?
",DESC:def,DESC,def
5108,"What Don McLean song laments the day Buddy Holly died ?
",ENTY:cremat,ENTY,cremat
5109,"What is Srpska Krajina ?
",DESC:def,DESC,def
5110,"How was the Kennedy money made ?
",DESC:manner,DESC,manner
5111,"What country is the worlds leading supplier of cannabis ?
",LOC:country,LOC,country
5112,"What was the orca 's name that died of a fungal infection at Sea World ?
",ENTY:animal,ENTY,animal
5113,"Who is the President of Pergament ?
",HUM:ind,HUM,ind
5114,"What city is the Kentucky Horse Park near ?
",LOC:city,LOC,city
5115,"What does Esa-Pekka Salonen look like ?
",DESC:desc,DESC,desc
5116,"What cereal goes `` snap , crackle , pop '' ?
",ENTY:food,ENTY,food
5117,"How did water appear on the earth ?
",DESC:manner,DESC,manner
5118,"Where did Hillary Clinton graduate college ?
",LOC:other,LOC,other
5119,"What does Robert mean ?
",DESC:def,DESC,def
5120,"How do anti-locking brakes work ?
",DESC:manner,DESC,manner
5121,"What colors is magenta made of ?
",ENTY:color,ENTY,color
5122,"How does the chain of command work inside an US army Apache helicopter ?
",DESC:manner,DESC,manner
5123,"Which medium is Hamblen the first singing cowboy in ?
",ENTY:cremat,ENTY,cremat
5124,"What is the name of Jamiroquai new album ?
",ENTY:cremat,ENTY,cremat
5125,"What is a hormone ?
",DESC:def,DESC,def
5126,"What American naval officer broke Japan 's isolationist policy in 1853 ?
",HUM:ind,HUM,ind
5127,"What is fellatio ?
",DESC:def,DESC,def
5128,"What characteristics contribute to its `` intelligence '' ?
",DESC:reason,DESC,reason
5129,"What significant battle was fought in Belgium in 1815 ?
",ENTY:event,ENTY,event
5130,"Which police department made the all-time biggest cocaine bust in Ventura County ?
",HUM:gr,HUM,gr
5131,"Who gave us the `` Rolling Writer '' ?
",HUM:ind,HUM,ind
5132,"How were the days of the week named ?
",DESC:manner,DESC,manner
5133,"Who wrote The Secret Life of Walter Mitty ?
",HUM:ind,HUM,ind
5134,"What 1965 film had Jack Lemmon portraying a cartoonist ?
",ENTY:cremat,ENTY,cremat
5135,"What is fiber in food ?
",DESC:def,DESC,def
5136,"What 's the traditional drink at the Kentucky Derby ?
",ENTY:food,ENTY,food
5137,"Who is the head of the World Bank ?
",HUM:ind,HUM,ind
5138,"Why do some jets have a vapor trail , and others do not ?
",DESC:reason,DESC,reason
5139,"What is a fear of childbirth ?
",ENTY:dismed,ENTY,dismed
5140,"How many people does Honda employ in the U.S. ?
",NUM:count,NUM,count
5141,"What species was Winnie the Pooh ?
",ENTY:animal,ENTY,animal
5142,"How much calcium should an adult female have daily ?
",NUM:count,NUM,count
5143,"What is the most popular last name ?
",HUM:ind,HUM,ind
5144,"What does an ashen-faced eidologist search out the existence of ?
",ENTY:other,ENTY,other
5145,"Who moderated the first Kennedy-Nixon TV debate ?
",HUM:ind,HUM,ind
5146,"Who portrayed George M. Cohan in 1942 's Yankee Doodle Dandy ?
",HUM:ind,HUM,ind
5147,"What is the S&P 500 used for ?
",DESC:reason,DESC,reason
5148,"What does `` Philebus-like '' mean ?
",DESC:def,DESC,def
5149,"When was Nostradamus born ?
",NUM:date,NUM,date
5150,"What are the ingredients of Coca-Cola ?
",ENTY:substance,ENTY,substance
5151,"Who 's the only U.S. president to have won a Pulitzer Prize ?
",HUM:ind,HUM,ind
5152,"What is nuclear proliferation ?
",DESC:def,DESC,def
5153,"Who was Maria Theresa ?
",HUM:desc,HUM,desc
5154,"What is the country of origin for the name Thomas ?
",LOC:country,LOC,country
5155,"Why do you say `` God bless you '' when people sneeze ?
",DESC:reason,DESC,reason
5156,"What is the population of the largest Chilean city
",NUM:count,NUM,count
5157,"What country has the highest per capita consumption of cheese ?
",LOC:country,LOC,country
5158,"What is Larry King 's occupation ?
",HUM:title,HUM,title
5159,"Who invented `` The Muppets '' ?
",HUM:ind,HUM,ind
5160,"Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?
",DESC:reason,DESC,reason
5161,"What sea is Bombay on ?
",LOC:other,LOC,other
5162,"Who are cartoondom 's Super Six ?
",HUM:gr,HUM,gr
5163,"What does `` E Pluribus Unum '' on the penny mean ?
",DESC:def,DESC,def
5164,"What 's the difference between TFT and dual-scan display ?
",DESC:desc,DESC,desc
5165,"What fool is not so wise To lose an oath to win a paradise ?
",HUM:ind,HUM,ind
5166,"What is the English meaning of caliente ?
",DESC:def,DESC,def
5167,"Where in the Americas is it only 47 miles from the Atlantic to the Pacific ?
",LOC:other,LOC,other
5168,"What does the word `` opera '' mean ?
",DESC:def,DESC,def
5169,"How tall was the animated Frankenstein
",NUM:dist,NUM,dist
5170,"How do you ask questions ?
",DESC:manner,DESC,manner
5171,"What U.S. city is known as The Rubber Capital of the World ?
",LOC:city,LOC,city
5172,"What countries have the highest ratio of university students ?
",LOC:country,LOC,country
5173,"How can you become an FBI agent ?
",DESC:manner,DESC,manner
5174,"What is the world 's best selling cookie ?
",ENTY:food,ENTY,food
5175,"How many miles is it from NY to Austria ?
",NUM:count,NUM,count
5176,"Where did the energy for the Big Bang come from ?
",DESC:desc,DESC,desc
5177,"How big is the universe actually ?
",NUM:volsize,NUM,volsize
5178,"What is the difference between the Koran and The Bible ?
",DESC:desc,DESC,desc
5179,"What monarch signed the Magna Carta ?
",HUM:ind,HUM,ind
5180,"What 's the U.S. Navy hymn ?
",ENTY:cremat,ENTY,cremat
5181,"How many sides does a heptagon have ?
",NUM:count,NUM,count
5182,"What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?
",ENTY:sport,ENTY,sport
5183,"What is idealab ! ?
",DESC:def,DESC,def
5184,"Where are there aborigines ?
",LOC:other,LOC,other
5185,"What toy can you make sleep ?
",ENTY:product,ENTY,product
5186,"What caused the division between the Anglicans and the Vatican ?
",DESC:reason,DESC,reason
5187,"What corporation does Madonna advertise for ?
",HUM:gr,HUM,gr
5188,"On what river is Rome built ?
",LOC:other,LOC,other
5189,"Where on the Web is Adventours Tours from Sydney , Australia ?
",LOC:other,LOC,other
5190,"Where were the 1936 Summer Olympics held ?
",LOC:other,LOC,other
5191,"What cathedral was Thomas Becket murdered in ?
",LOC:other,LOC,other
5192,"Why was Curious George curious ?
",DESC:reason,DESC,reason
5193,"How did U.S.A become involved in the Barbary Wars
",DESC:manner,DESC,manner
5194,"The Kentucky Horse Park is close to which American city ?
",LOC:city,LOC,city
5195,"What store does Martha Stewart advertise for ?
",HUM:gr,HUM,gr
5196,"What do you know about multicultural and multilingual schools ?
",DESC:desc,DESC,desc
5197,"What is the origin of U.S. Army sergeant 's stripes ?
",DESC:desc,DESC,desc
5198,"How old was Sir Edmund Hillary when he climbed Mt. Everest ?
",NUM:period,NUM,period
5199,"Where in a tree does photosynthesis occur ?
",LOC:other,LOC,other
5200,"What are some science fair projects for 8th graders ?
",ENTY:event,ENTY,event
5201,"What strait links the Mediterranean Sea and the Atlantic Ocean ?
",LOC:other,LOC,other
5202,"What airport is on the Piccadilly subway line ?
",LOC:other,LOC,other
5203,"Which police department made the largest cocaine seizure ever in Ventura County ?
",HUM:gr,HUM,gr
5204,"What color is the eight-ball in pocket billiards ?
",ENTY:color,ENTY,color
5205,"What was the first ready-to-eat breakfast cereal ?
",ENTY:food,ENTY,food
5206,"What did Benny Carter play ?
",ENTY:other,ENTY,other
5207,"What seven digits follow the area code in the number for long distance information ?
",NUM:code,NUM,code
5208,"What city 's airport is named Logan International ?
",LOC:city,LOC,city
5209,"What Pope inaugurated Vatican International Radio ?
",HUM:ind,HUM,ind
5210,"How many times more than 3
",NUM:count,NUM,count
5211,"How many names are there for Eskimo people ?
",NUM:count,NUM,count
5212,"What king is satirized in the line : `` The King was in the countinghouse , counting all his money '' ?
",HUM:ind,HUM,ind
5213,"What shape-shifting menace did Rom come to Earth to fight ?
",ENTY:other,ENTY,other
5214,"What is the nickname of Pennsylvania ?
",LOC:state,LOC,state
5215,"What causes headaches ?
",DESC:reason,DESC,reason
5216,"Names of books by James A. Michener set in the following locations ?
",ENTY:cremat,ENTY,cremat
5217,"When was the first stained glass window made ?
",NUM:date,NUM,date
5218,"What company 's trademark was His Master 's Voice ?
",HUM:gr,HUM,gr
